0              0
0.01  3.2265197e-08
0.02  6.6433797e-08
0.03  1.0449853e-07
0.04  1.4864154e-07
0.05  2.0133775e-07
0.06  2.6546913e-07
0.07  3.4445379e-07
0.08  4.4239431e-07
0.09  5.6425016e-07
0.1  7.1603942e-07
0.11  9.0507587e-07
0.12   1.140248e-06
0.13  1.4323476e-06
0.14   1.794456e-06
0.15  2.2423976e-06
0.16  2.7952714e-06
0.17  3.4760707e-06
0.18  4.3124065e-06
0.19  5.3373454e-06
0.2    6.59038e-06
0.21   8.118548e-06
0.22  9.9777163e-06
0.23  1.2234052e-05
0.24  1.4965701e-05
0.25  1.8264688e-05
0.26  2.2239078e-05
0.27  2.7015401e-05
0.28  3.2741376e-05
0.29  3.9588961e-05
0.3  4.7757737e-05
0.31  5.7478667e-05
0.32  6.9018227e-05
0.33  8.2682955e-05
0.34  9.8824405e-05
0.35  0.00011784454
0.36  0.00014020153
0.37  0.00016641606
0.38  0.00019707793
0.39  0.00023285322
0.4  0.00027449172
0.41  0.00032283475
0.42  0.00037882332
0.43  0.00044350646
0.44  0.00051804978
0.45  0.00060374407
0.46  0.00070201389
0.47  0.00081442607
0.48  0.00094269781
0.49   0.0010887045
0.5   0.0012544869
0.51   0.0014422574
0.52   0.0016544058
0.53   0.0018935033
0.54   0.0021623055
0.55   0.0024637537
0.56   0.0028009748
0.57   0.0031772785
0.58   0.0035961528
0.59   0.0040612567
0.6   0.0045764108
0.61   0.0051455848
0.62   0.0057728818
0.63   0.0064625206
0.64   0.0072188133
0.65   0.0080461415
0.66   0.0089489284
0.67   0.0099316078
0.68    0.010998591
0.69    0.012154229
0.7    0.013402776
0.71    0.014748347
0.72    0.016194873
0.73    0.017746059
0.74    0.019405339
0.75    0.021175826
0.76    0.023060273
0.77     0.02506102
0.78    0.027179956
0.79    0.029418473
0.8    0.031777431
0.81    0.034257118
0.82    0.036857218
0.83    0.039576786
0.84    0.042414224
0.85    0.045367264
0.86    0.048432957
0.87    0.051607667
0.88    0.054887077
0.89    0.058266195
0.9    0.061739375
0.91    0.065300334
0.92    0.068942189
0.93    0.072657493
0.94    0.076438275
0.95    0.080276098
0.96    0.084162108
0.97      0.0880871
0.98    0.092041578
0.99    0.096015832
1            0.1
